"name","country","subcountry","geonameid"
"Timon","Brazil","Maranhão","3386361"
"Timóteo","Brazil","Minas Gerais","3446445"
"Tinaquillo","Venezuela","Cojedes","3626219"
"Tinde","Tanzania","Shinyanga","149512"
"Tindivanam","India","Tamil Nadu","1254444"
"Tindouf","Algeria","Tindouf","2476301"
"Tinghir","Morocco","Souss-Massa-Drâa","2527915"
"Tingi","Tanzania","Ruvuma","877384"
"Tingo María","Peru","Huanuco","3691348"
"Tinley Park","United States","Illinois","4913723"
"Tinnanūr","India","Tamil Nadu","1254436"
"Tinsukia","India","Assam","1254432"
"Tinton Falls","United States","New Jersey","5105433"
"Tipasa","Algeria","Tipaza","2476028"
"Tipitapa","Nicaragua","Managua","3616035"
"Tippi","Ethiopia","Southern Nations, Nationalities, and People's Region","327694"
"Tiptūr","India","Karnataka","1254420"
"Tiquisate","Guatemala","Escuintla","3591093"
"Tirah","Israel","Central District","295127"
"Tirana","Albania","Tiranë","3183875"
"Tiraspolul","Moldova","Stînga Nistrului","617239"
"Tirat Karmel","Israel","Haifa","293308"
"Tire","Turkey","İzmir","299137"
"Tirebolu","Turkey","Giresun","738753"
"Tirhanimîne","Morocco","Taza-Al Hoceima-Taounate","2527645"
"Tirmitine","Algeria","Tizi Ouzou","2475921"
"Tirmiz","Uzbekistan","Surxondaryo","1215957"
"Tīrthahalli","India","Karnataka","1254396"
"Tiruchchendur","India","Tamil Nadu","1254390"
"Tiruchengode","India","Tamil Nadu","1254385"
"Tiruchirappalli","India","Tamil Nadu","1254388"
"Tirukkoyilur","India","Tamil Nadu","1254377"
"Tirumala","India","Andhra Pradesh","1254373"
"Tirunelveli","India","Tamil Nadu","1254361"
"Tirupati","India","Andhra Pradesh","1254360"
"Tirupparangunram","India","Tamil Nadu","1254356"
"Tiruppur","India","Tamil Nadu","1254348"
"Tiruppuvanam","India","Tamil Nadu","1254347"
"Tirur","India","Kerala","1254346"
"Tiruttangal","India","Tamil Nadu","1254343"
"Tiruvalla","India","Kerala","1254335"
"Tiruvallur","India","Tamil Nadu","1254331"
"Tiruvannāmalai","India","Tamil Nadu","1254327"
"Tiruvottiyūr","India","Tamil Nadu","1254320"
"Tisaiyanvilai","India","Tamil Nadu","1254317"
"Tissemsilt","Algeria","Tissemsilt","2475860"
"Tiszaújváros","Hungary","Borsod-Abaúj-Zemplén","714697"
"Titāgarh","India","West Bengal","1254309"
"Titao","Burkina Faso","Nord","2354349"
"Titlāgarh","India","Odisha","1254304"
"Titusville","United States","Florida","4175437"
"Tivoli","Italy","Latium","3165624"
"Tiwi","Philippines","Bicol","1681676"
"Tixtla de Guerrero","Mexico","Guerrero","3515510"
"Tizayuca","Mexico","Morelos","3515505"
"Tizi Gheniff","Algeria","Boumerdes","2475764"
"Tizi Ouzou","Algeria","Tizi Ouzou","2475744"
"Tizi Rached","Algeria","Tizi Ouzou","2475740"
"Tizi-n-Tleta","Algeria","Tizi Ouzou","2475752"
"Tizimín","Mexico","Yucatán","3515504"
"Tiznit","Morocco","Souss-Massa-Drâa","2527089"
"Tlahuac","Mexico","Mexico City","3515463"
"Tlajomulco de Zúñiga","Mexico","Jalisco","3981467"
"Tlalnepantla","Mexico","México","3515431"
"Tlalpan","Mexico","Mexico City","3515428"
"Tlapa de Comonfort","Mexico","Guerrero","3515384"
"Tlapacoyan","Mexico","Veracruz","3515386"
"Tlaquepaque","Mexico","Jalisco","3981461"
"Tlaquiltenango","Mexico","Morelos","3515373"
"Tlaxcala de Xicohtencatl","Mexico","Tlaxcala","3815415"
"Tlazcalancingo","Mexico","Puebla","3515358"
"Tlemcen","Algeria","Tlemcen","2475687"
"Toamasina","Madagascar","Atsinanana","1053384"
"Toba","Japan","Mie","1850345"
"Toba Tek Singh","Pakistan","Punjab","1163272"
"Tōbetsu","Japan","Hokkaido","2127802"
"Tobias Barreto","Brazil","Sergipe","3446400"
"Tobol’sk","Russia","Tjumen","1489530"
"Tobruk","Libya","Sha‘bīyat al Buţnān","81302"
"Tocache","Peru","San Martín","3691324"
"Tochigi","Japan","Tochigi","1850311"
"Tochio-honchō","Japan","Niigata","1850307"
"Tocoa","Honduras","Colón","3600704"
"Tocopilla","Chile","Antofagasta","3869716"
"Tocumen","Panama","Panamá","3700563"
"Todabhim","India","Rajasthan","1254283"
"Todaraisingh","India","Rajasthan","1254282"
"Tōgane","Japan","Chiba","2110774"
"Togitsu","Japan","Nagasaki","1850269"
"Toguchin","Russia","Novosibirsk","1489508"
"Tohāna","India","Haryana","1254274"
"Tōkamachi","Japan","Niigata","1850217"
"Tokār","Sudan","Red Sea","366323"
"Tokat","Turkey","Tokat","738743"
"Toki","Japan","Gifu","1850207"
"Tokmak","Ukraine","Zaporizhia","691469"
"Tokmok","Kyrgyzstan","Chüy","1527199"
"Tokoname","Japan","Aichi","1850185"
"Tokorozawa","Japan","Saitama","1850181"
"Toktogul","Kyrgyzstan","Jalal-Abad","1538648"
"Tokushima","Japan","Tokushima","1850158"
"Tokuyama","Japan","Yamaguchi","1850152"
"Tokyo","Japan","Tokyo","1850147"
"Tol’yatti","Russia","Samara","482283"
"Toledo","Brazil","Paraná","3446370"
"Toledo","Spain","Castille-La Mancha","2510409"
"Toledo","Philippines","Central Visayas","1681602"
"Toledo","United States","Ohio","5174035"
"Tolentino","Italy","The Marches","3165595"
"Tolga","Algeria","Biskra","2475612"
"Toliara","Madagascar","Atsimo-Andrefana","1055429"
"Tolosa","Spain","Basque Country","3108008"
"Tolú","Colombia","Sucre","3666939"
"Toluca","Mexico","México","3515302"
"Tomakomai","Japan","Hokkaido","2127733"
"Tomar","Portugal","Santarém","2262644"
"Tomares","Spain","Andalusia","2510394"
"Tomaszów Lubelski","Poland","Lublin Voivodeship","756868"
"Tomaszów Mazowiecki","Poland","Łódź Voivodeship","756867"
"Tomé","Chile","Biobío","3869657"
"Tomé Açu","Brazil","Pará","3386279"
"Tomelloso","Spain","Castille-La Mancha","2510392"
"Tomigusuku","Japan","Okinawa","1850108"
"Tomilino","Russia","MO","482260"
"Tomioka","Japan","Gunma","1850091"
"Tomiya","Japan","Miyagi","2110744"
"Tomobe","Japan","Ibaraki","2110743"
"Tomohon","Indonesia","North Sulawesi","1623446"
"Toms River","United States","New Jersey","4504476"
"Tomsk","Russia","Tomsk","1489425"
"Tonalá","Mexico","Chiapas","3816721"
"Tonalá","Mexico","Jalisco","3981369"
"Tonawanda","United States","New York","5141175"
"Tonawanda","United States","New York","7259084"
"Tondabayashichō","Japan","Ōsaka","1850034"
"Tondano","Indonesia","North Sulawesi","1623424"
"Tondi","India","Tamil Nadu","1254249"
"Tonekābon","Iran","Māzandarān","112656"
"Tonga","Cameroon","West","2221394"
"Tongchuan","China","Sichuan","1792692"
"Tongchuan","China","Shaanxi","1795196"
"Tongelre","Netherlands","North Brabant","2746215"
"Tongeren","Belgium","Flanders","2785389"
"Tongging","Indonesia","North Sumatra","1213442"
"Tonghae","South Korea","Gangwon-do","1892823"
"Tongliao","China","Inner Mongolia","2034400"
"Tongren","China","Guizhou Sheng","1792592"
"Tongshan","China","Jiangsu","1787824"
"Tongzhou","China","Beijing","1792520"
"Tönisvorst","Germany","North Rhine-Westphalia","2821899"
"Tonj","South Sudan","Warrap","365763"
"Tonk","India","Rajasthan","1254241"
"Tōno","Japan","Iwate","2110735"
"Tonoshō","Japan","Kagawa","1850004"
"Tonota","Botswana","Central","933000"
"Tønsberg","Norway","Vestfold","3134331"
"Tooele","United States","Utah","5783695"
"Toowoomba","Australia","Queensland","2146268"
"Topeka","United States","Kansas","4280539"
"Topi","Pakistan","Khyber Pakhtunkhwa","1163224"
"Topki","Russia","Kemerovo","1489394"
"Tor Lupara","Italy","Latium","6534284"
"Torbalı","Turkey","İzmir","298935"
"Torbat-e Ḩeydarīyeh","Iran","Razavi Khorasan","112646"
"Torbat-e Jām","Iran","Razavi Khorasan","1159362"
"Torcy","France","Île-de-France","2972444"
"Tordera","Spain","Catalonia","3107955"
"Torez","Ukraine","Donetsk","691374"
"Torgau","Germany","Saxony","2821807"
"Torhout","Belgium","Flanders","2785364"
"Toride","Japan","Ibaraki","2110729"
"Torit","South Sudan","Eastern Equatoria","365742"
"Toritama","Brazil","Pernambuco","3386264"
"Tornio","Finland","Lapland","634093"
"Törökszentmiklós","Hungary","Jász-Nagykun-Szolnok","714581"
"Toronto","Canada","Ontario","6167865"
"Tororo","Uganda","Eastern Region","226110"
"Torrance","United States","California","5403022"
"Torre Annunziata","Italy","Campania","3165475"
"Torre del Greco","Italy","Campania","3165456"
"Torre-Pacheco","Spain","Murcia","2510271"
"Torredembarra","Spain","Catalonia","3107807"
"Torrejón de Ardoz","Spain","Madrid","3107784"
"Torrelavega","Spain","Cantabria","3107775"
"Torrelodones","Spain","Madrid","3107765"
"Torremaggiore","Italy","Apulia","3165435"
"Torremolinos","Spain","Andalusia","2510281"
"Torrent","Spain","Valencia","2510279"
"Torreon","Mexico","Coahuila","3981254"
"Torres","Brazil","Rio Grande do Sul","3446295"
"Torres Vedras","Portugal","Lisbon","2262581"
"Torrevieja","Spain","Valencia","2510253"
"Torrox","Spain","Andalusia","2510245"
"Tórshavn","Faroe Islands","Streymoy","2611396"
"Tortola","British Virgin Islands","N/A","8533874"
"Tortona","Italy","Piedmont","3165370"
"Tortosa","Spain","Catalonia","3107677"
"Toruń","Poland","Kujawsko-Pomorskie","3083271"
"Torvaianica","Italy","Latium","6620312"
"Torzhok","Russia","Tverskaya","481985"
"Toshbuloq","Uzbekistan","Namangan","1512658"
"Toshloq","Uzbekistan","Fergana","1512568"
"Tosno","Russia","Leningrad","481964"
"Tosu","Japan","Saga Prefecture","1849904"
"Tosya","Turkey","Kastamonu","738662"
"Totana","Spain","Murcia","2510224"
"Totonicapán","Guatemala","Totonicapán","3588258"
"Tottori","Japan","Tottori","1849892"
"Touba","Ivory Coast","Bafing","2280376"
"Touba","Senegal","Diourbel","2244322"
"Tougan","Burkina Faso","Boucle du Mouhoun","2354176"
"Touggourt","Algeria","Ouargla","2475475"
"Tougué","Guinea","Labe","2414545"
"Toukh","Egypt","Muḩāfaz̧at al Qalyūbīyah","347236"
"Toul","France","Alsace-Champagne-Ardenne-Lorraine","2972350"
"Toulon","France","Provence-Alpes-Côte d'Azur","2972328"
"Toulouse","France","Languedoc-Roussillon-Midi-Pyrénées","2972315"
"Toumodi","Ivory Coast","Lacs","2280316"
"Tourcoing","France","Nord-Pas-de-Calais-Picardie","2972284"
"Tourlaville","France","Normandy","2972270"
"Tournai","Belgium","Wallonia","2785341"
"Tournefeuille","France","Languedoc-Roussillon-Midi-Pyrénées","2972237"
"Tours","France","Centre","2972191"
"Town 'n' Country","United States","Florida","4175538"
"Townsville","Australia","Queensland","2146142"
"Towson","United States","Maryland","4371582"
"Toyama","Japan","Toyama","1849876"
"Toyohama","Japan","Aichi","1849850"
"Toyohashi","Japan","Aichi","1849846"
"Toyokawa","Japan","Aichi","1849845"
"Toyonaka","Japan","Ōsaka","1849837"
"Toyooka","Japan","Hyōgo","1849831"
"Toyoshina","Japan","Nagano","1849817"
"Toyota","Japan","Aichi","1849814"
"Tozeur","Tunisia","Tawzar","2464648"
"Tozkhurmato","Iraq","Salah ad Din Governorate","90026"
"Tqvarch'eli","Georgia","Abkhazia","611583"
"Trà Vinh","Vietnam","Trà Vinh","1563926"
"Trabzon","Turkey","Trabzon","738648"
"Tracy","United States","California","5403191"
"Tradate","Italy","Lombardy","3165340"
"Trairi","Brazil","Ceará","3386177"
"Traiskirchen","Austria","Lower Austria","2763460"
"Tralee","Ireland","Munster","2961123"
"Tramandaí","Brazil","Rio Grande do Sul","3446232"
"Trang","Thailand","Trang","1150007"
"Trani","Italy","Apulia","3165322"
"Trapani","Italy","Sicily","2522876"
"Trappes","France","Île-de-France","2972049"
"Traralgon","Australia","Victoria","2146108"
"Trat","Thailand","Trat","1605279"
"Traun","Austria","Upper Austria","2763423"
"Traunreut","Germany","Bavaria","2821517"
"Traunstein","Germany","Bavaria","2821515"
"Travnik","Bosnia and Herzegovina","Federation of Bosnia and Herzegovina","3188924"
"Trbovlje","Slovenia","Trbovlje","3188915"
"Třebíč","Czech Republic","Vysočina","3064104"
"Trebinje","Bosnia and Herzegovina","Republika Srpska","3188893"
"Trebišov","Slovakia","Košický","723358"
"Trecate","Italy","Piedmont","3165275"
"Treinta y Tres","Uruguay","Treinta y Tres","3439781"
"Trëkhgornyy","Russia","Chelyabinsk","830844"
"Trelew","Argentina","Chubut","3833883"
"Trelleborg","Sweden","Skåne","2667402"
"Tremblay-en-France","France","Île-de-France","2971874"
"Tremembé","Brazil","São Paulo","3446194"
"Trenčín","Slovakia","Trenčiansky","3057140"
"Trenggalek","Indonesia","East Java","1623251"
"Trento","Italy","Trentino-Alto Adige","3165243"
"Trento","Philippines","Caraga","1681333"
"Trentola-Ducenta","Italy","Campania","3165240"
"Trenton","United States","Michigan","5012521"
"Trenton","United States","New Jersey","5105496"
"Tres Arroyos","Argentina","Buenos Aires","3833859"
"Tres Cantos","Spain","Madrid","7577022"
"Três Corações","Brazil","Minas Gerais","3446138"
"Três Coroas","Brazil","Rio Grande do Sul","3446137"
"Três de Maio","Brazil","Rio Grande do Sul","3446130"
"Tres de Mayo","Mexico","Morelos","8858112"
"Tres Isletas","Argentina","Chaco","3833794"
"Três Lagoas","Brazil","Mato Grosso do Sul","3446098"
"Três Passos","Brazil","Rio Grande do Sul","3446087"
"Três Pontas","Brazil","Minas Gerais","3446077"
"Três Rios","Brazil","Rio de Janeiro","3446065"
"Treviglio","Italy","Lombardy","3165207"
"Treviso","Italy","Veneto","3165201"
"Trezzano sul Naviglio","Italy","Lombardy","3165198"
"Trichūr","India","Kerala","1254187"
"Trier","Germany","Rheinland-Pfalz","2821164"
"Trieste","Italy","Friuli Venezia Giulia","3165185"
"Triggiano","Italy","Apulia","3165178"
"Tríkala","Greece","Thessaly","252664"
"Trincomalee","Sri Lanka","Eastern Province","1226260"
"Trindade","Brazil","Pernambuco","3386042"
"Trindade","Brazil","Goiás","3446038"
"Trindade","Brazil","Santa Catarina","7874479"
"Třinec","Czech Republic","Moravskoslezský","3064000"
"Trinidad","Bolivia","El Beni","3902377"
"Trinidad","Cuba","Sancti Spíritus","3534915"
"Trinidad","Uruguay","Flores","3439748"
"Trinidad","Uruguay","Flores","3439749"
"Triolet","Mauritius","Pamplemousses","933959"
"Tripoli","Lebanon","Liban-Nord","266826"
"Tripoli","Libya","Tripoli","2210247"
"Trípoli","Greece","Peloponnese","252601"
"Trnava","Slovakia","Trnavský","3057124"
"Trois-Rivières","Canada","Quebec","6169141"
"Troisdorf","Germany","North Rhine-Westphalia","2821029"
"Troitsk","Russia","Moscow","481608"
"Troitsk","Russia","Chelyabinsk","1489246"
"Troitskaya","Russia","Ingushetiya","481605"
"Trollhättan","Sweden","Västra Götaland","2667303"
"Tromsø","Norway","Troms","3133895"
"Trondheim","Norway","Sør-Trøndelag","3133880"
"Troparëvo","Russia","Moscow","481453"
"Trossingen","Germany","Baden-Württemberg","2820973"
"Trotwood","United States","Ohio","4526576"
"Troutdale","United States","Oregon","5757477"
"Troy","United States","Alabama","4094163"
"Troy","United States","Michigan","5012639"
"Troy","United States","New York","5141502"
"Troy","United States","Ohio","5174358"
"Troyan","Bulgaria","Lovech","726320"
"Troyes","France","Alsace-Champagne-Ardenne-Lorraine","2971549"
"Trstenik","Serbia","Central Serbia","784873"
"Trubchevsk","Russia","Brjansk","481350"
"Truckee","United States","California","5403676"
"Trucuk","Indonesia","Central Java","1623223"
"Trudovoye","Russia","Primorskiy","2015051"
"Trujillo","Peru","La Libertad","3691175"
"Trujillo","Venezuela","Trujillo","3625979"
"Trujillo Alto","Puerto Rico","Trujillo Alto","4568451"
"Truro","Canada","Nova Scotia","6169587"
"Truskavets","Ukraine","Lviv","691179"
"Trussville","United States","Alabama","4094212"
"Trutnov","Czech Republic","Královéhradecký","3063907"
"Trzcianka","Poland","Greater Poland Voivodeship","3083185"
"Trzebinia","Poland","Lesser Poland Voivodeship","3083111"
"Ts’khinvali","Georgia","Shida Kartli","611403"
"Tsaratanana","Madagascar","Betsiboka","1055059"
"Tsaritsyno","Russia","Moscow","536164"
"Tsévié","Togo","Maritime","2363534"
"Tshela","Democratic Republic of the Congo","Bas-Congo","2311127"
"Tshikapa","Democratic Republic of the Congo","Kasaï-Occidental","204953"
"Tsimlyansk","Russia","Rostov","480876"
"Tsiombe","Madagascar","Androy","1054500"
"Tsirang","Bhutan","Chirang","1252608"
"Tsiroanomandidy","Madagascar","Bongolava","1054463"
"Tsotsin-Yurt","Russia","Chechnya","515804"
"Tsqaltubo","Georgia","Imereti","824288"
"Tsu","Japan","Mie","1849796"
"Tsubame","Japan","Niigata","1849788"
"Tsubata","Japan","Ishikawa","1849782"
"Tsuen Wan","Hong Kong","Tsuen Wan","1818209"
"Tsukawaki","Japan","Oita","1849706"
"Tsukuba","Japan","Ibaraki","2110683"
"Tsukumiura","Japan","Oita","1849661"
"Tsuma","Japan","Miyazaki","1849647"
"Tsuruga","Japan","Fukui","1849592"
"Tsurugi-asahimachi","Japan","Ishikawa","1849584"
"Tsuruoka","Japan","Yamagata","1849563"
"Tsurusaki","Japan","Oita","1849561"
"Tsushima","Japan","Aichi","1849539"
"Tsuyama","Japan","Okayama","1849519"
"Tsyurupyns’k","Ukraine","Kherson","691037"
"Tual","Indonesia","Maluku","1623197"
"Tualatin","United States","Oregon","5757506"
"Tuapse","Russia","Krasnodarskiy","480716"
"Tuban","Indonesia","East Java","1623180"
"Tubarão","Brazil","Santa Catarina","3445993"
"Ţubarjal","Saudi Arabia","Al Jawf","101631"
"Ţūbās","Palestinian Territory","West Bank","281581"
"Tubbergen","Netherlands","Overijssel","2746133"
"Tübingen","Germany","Baden-Württemberg","2820860"
"Tubize","Belgium","Wallonia","2785169"
"Tucano","Brazil","Bahia","3445983"
"Tuchkovo","Russia","MO","480685"
"Tucker","United States","Georgia","4227213"
"Tucson","United States","Arizona","5318313"
"Tucumã","Brazil","Pará","3385980"
"Tucupita","Venezuela","Delta Amacuro","3625929"
"Tucuruí","Brazil","Pará","3385935"
"Tudela","Spain","Navarre","3107418"
"Tuen Mun","Hong Kong","Tuen Mun","1818446"
"Tuensang","India","Nagaland","1254133"
"Tufānganj","India","West Bengal","1254131"
"Tuguegarao City","Philippines","Cagayan Valley","1680932"
"Tui","Spain","Galicia","3107364"
"Tūkrah","Libya","Al Marj","88834"
"Tukums","Latvia","Tukuma Rajons","454768"
"Tukuyu","Tanzania","Mbeya","149437"
"Tukwila","United States","Washington","5814043"
"Tul’chyn","Ukraine","Vinnyts'ka","691016"
"Tula","Russia","Tula","480562"
"Tula de Allende","Mexico","Hidalgo","3515064"
"Tulancingo","Mexico","Hidalgo","3515062"
"Tulangan Utara","Indonesia","East Java","1623096"
"Tulare","United States","California","5403783"
"Tulcán","Ecuador","Carchi","3650472"
"Tulcea","Romania","Tulcea","664518"
"Tuljāpur","India","Maharashtra","1254111"
"Ţūlkarm","Palestinian Territory","West Bank","281577"
"Tullahoma","United States","Tennessee","4663494"
"Tulle","France","Aquitaine-Limousin-Poitou-Charentes","2971482"
"Tullinge","Sweden","Stockholm","2667109"
"Tulsa","United States","Oklahoma","4553433"
"Tulsīpur","India","Uttar Pradesh","1254102"
"Tulsīpur","Nepal","Mid Western","1282635"
"Tultepec","Mexico","México","3515044"
"Tultitlán","Mexico","México","3515042"
"Tuluá","Colombia","Valle del Cauca","3666645"
"Tulun","Russia","Irkutsk","2014927"
"Tulungagung","Indonesia","East Java","1623080"
"Tumaco","Colombia","Nariño","3666640"
"Tumba","Sweden","Stockholm","2667094"
"Tumbes","Peru","Tumbes","3691148"
"Tumbi","Tanzania","Tabora","149418"
"Tumen","China","Jilin Sheng","2034340"
"Tumkūr","India","Karnataka","1254089"
"Tumsar","India","Maharashtra","1254080"
"Tumwater","United States","Washington","5814095"
"Tunapuna","Trinidad and Tobago","Tunapuna/Piarco","3573576"
"Tunceli","Turkey","Tunceli","298846"
"Tūndla","India","Uttar Pradesh","1254069"
"Tunduma","Tanzania","Mbeya","149402"
"Tungi","Bangladesh","Dhaka","1185098"
"Tungipāra","Bangladesh","Dhaka","1185920"
"Tuni","India","Andhra Pradesh","1254054"
"Tunis","Tunisia","Tūnis","2464470"
"Tunja","Colombia","Boyacá","3666608"
"Tuntum","Brazil","Maranhão","3385922"
"Tupã","Brazil","São Paulo","3445942"
"Tupaciguara","Brazil","Minas Gerais","3445941"
"Tupanciretã","Brazil","Rio Grande do Sul","3445939"
"Tupelo","United States","Mississippi","4448903"
"Tupi","Philippines","Davao","1680613"
"Tupiza","Bolivia","Potosí","3902202"
"Túquerres","Colombia","Nariño","3666582"
"Tura","India","Meghalaya","1254046"
"Turabah","Saudi Arabia","Makkah","101322"
"Tŭragŭrghon","Uzbekistan","Namangan","1512549"
"Turaiyūr","India","Tamil Nadu","1254043"
"Ţurayf","Saudi Arabia","Northern Borders","101312"
"Turbaco","Colombia","Bolívar","3666577"
"Turbat","Pakistan","Balochistān","1163054"
"Turbo","Colombia","Antioquia","3666570"
"Turda","Romania","Cluj","664460"
"Turek","Poland","Greater Poland Voivodeship","3082998"
"Turgutlu","Turkey","Manisa","298806"
"Turgutreis","Turkey","Muğla","6620290"
"Turhal","Turkey","Tokat","738618"
"Turin","Italy","Piedmont","3165524"
"Turinsk","Russia","Sverdlovsk","1488933"
"Turkestan","Kazakhstan","Ongtüstik Qazaqstan","1517945"
"Türkmenabat","Turkmenistan","Lebap","1219649"
"Türkmenbaşy","Turkmenistan","Balkan","601594"
"Turku","Finland","Southwest Finland","633679"
"Turlock","United States","California","5404024"
"Turmero","Venezuela","Aragua","3625829"
"Turnhout","Belgium","Flanders","2785141"
"Turnu Măgurele","Romania","Teleorman","664437"
"Turrialba","Costa Rica","Cartago","3621184"
"Tursunzoda","Tajikistan","Republican Subordination","1220301"
"Tuscaloosa","United States","Alabama","4094455"
"Tustin","United States","California","5404119"
"Tutamandahostel","Ecuador","Pichincha","10277901"
"Tutayev","Russia","Jaroslavl","480122"
"Tutong","Brunei","Tutong","1820071"
"Tuttlingen","Germany","Baden-Württemberg","2820693"
"Tuusula","Finland","Uusimaa","633591"
"Tuxpan","Mexico","Jalisco","3980844"
"Tuxpan de Rodríguez Cano","Mexico","Veracruz","3515011"
"Tuxtepec","Mexico","Oaxaca","3518723"
"Tuxtla Gutiérrez","Mexico","Chiapas","3515001"
"Tuy Hòa","Vietnam","Phú Yên","1563281"
"Tuymazy","Russia","Bashkortostan","480089"
"Tŭytepa","Uzbekistan","Toshkent","1512524"
"Tuzla","Bosnia and Herzegovina","Federation of Bosnia and Herzegovina","3188582"
"Tver","Russia","Tverskaya","480060"
"Twante","Myanmar","Yangon","1290374"
"Twentynine Palms","United States","California","5404198"
"Twin Falls","United States","Idaho","5610810"
"Twinsburg","United States","Ohio","5174550"
"Tychy","Poland","Silesian Voivodeship","3082914"
"Tynda","Russia","Amur","2014718"
"Tyoply Stan","Russia","Moscow","483551"
"Tyre","Lebanon","Liban-Sud","267008"
"Tyrnyauz","Russia","Kabardino-Balkariya","479933"
"Tyumen","Russia","Tjumen","1488754"
"Tzaneen","South Africa","Limpopo","946973"
"Ualog","Philippines","Western Visayas","1680505"
"Ubá","Brazil","Minas Gerais","3445859"
"Übach-Palenberg","Germany","North Rhine-Westphalia","2820621"
"Ubaitaba","Brazil","Bahia","3445853"
"Ubatã","Brazil","Bahia","3445849"
"Ubaté","Colombia","Cundinamarca","3666519"
"Ubatuba","Brazil","São Paulo","3445847"
"Ubauro","Pakistan","Sindh","1163021"
"Ube","Japan","Yamaguchi","1849498"
"Úbeda","Spain","Andalusia","2510116"
"Uberaba","Brazil","Minas Gerais","3445839"
"Uberlândia","Brazil","Minas Gerais","3445831"
"Überlingen","Germany","Baden-Württemberg","2820577"
"Ubiaja","Nigeria","Edo","2321031"
"Ubon Ratchathani","Thailand","Changwat Ubon Ratchathani","1605245"
"Ubrique","Spain","Andalusia","2510112"
"Ubud","Indonesia","Bali","1622846"
"Uchaly","Russia","Bashkortostan","479703"
"Uchaly","Russia","Bashkortostan","479704"
"Uchiza","Peru","San Martín","3691094"
"Uchkeken","Russia","Karachayevo-Cherkesiya","479687"
"Uchqŭrghon Shahri","Uzbekistan","Namangan","1512501"
"Uckfield","United Kingdom","England","2635243"
"Udachny","Russia","Sakha","2014624"
"Udaipur","India","Rajasthan","1253985"
"Udaipur","India","Rajasthan","1253986"
"Udaipur","India","Tripura","1253987"
"Udaipura","India","Madhya Pradesh","1253984"
"Udalguri","India","Assam","1253977"
"Udankudi","India","Tamil Nadu","1253972"
"Uddevalla","Sweden","Västra Götaland","2666670"
"Uden","Netherlands","North Brabant","2746005"
"Udgīr","India","Maharashtra","1253958"
"Udhampur","India","Kashmir","1253956"
"Udine","Italy","Friuli Venezia Giulia","3165072"
"Udipi","India","Karnataka","1253952"
"Udomlya","Russia","Tverskaya","452949"
"Udon Thani","Thailand","Changwat Udon Thani","1605239"
"Udumalaippettai","India","Tamil Nadu","1253944"
"Ueda","Japan","Nagano","1849429"
"Ueki","Japan","Kumamoto","1849424"
"Uelzen","Germany","Lower Saxony","2820456"
"Ueno-ebisumachi","Japan","Mie","1849414"
"Uenohara","Japan","Yamanashi","1849407"
"Uetersen","Germany","Schleswig-Holstein","2818067"
"Ufa","Russia","Bashkortostan","479561"
"Uga","Nigeria","Anambra","2320920"
"Ugep","Nigeria","Cross River","2320831"
"Ughelli","Nigeria","Delta","2320829"
"Uglich","Russia","Jaroslavl","479532"
"Uherské Hradiště","Czech Republic","Zlín","3063739"
"Uherský Brod","Czech Republic","Zlín","3063736"
"Uíge","Angola","Uíge","2236568"
"Uijeongbu-si","South Korea","Gyeonggi-do","1833788"
"Ŭiju","North Korea","P'yŏngan-bukto","2039623"
"Uitenhage","South Africa","Eastern Cape","946877"
"Uithoorn","Netherlands","North Holland","2745973"
"Ujar","Azerbaijan","Ucar","584791"
"Ujhāni","India","Uttar Pradesh","1253918"
"Uji","Japan","Kyoto","1849372"
"Ujiie","Japan","Tochigi","1849367"
"Ujjain","India","Madhya Pradesh","1253914"
"Ukhta","Russia","Komi Republic","479411"
"Ukiah","United States","California","5404476"
"Ukmerge","Lithuania","Vilnius County","593733"
"Ulaangom","Mongolia","Uvs","1515029"
"Ulan Bator","Mongolia","Ulaanbaatar","2028462"
"Ulan-Ude","Russia","Respublika Buryatiya","2014407"
"Ulanhot","China","Inner Mongolia","2034312"
"Ulhasnagar","India","Maharashtra","1253894"
"Uliastay","Mongolia","Dzabkhan","1515007"
"Ullal","India","Karnataka","1253888"
"Ulm","Germany","Baden-Württemberg","2820256"
"Ulsan","South Korea","Ulsan","1833747"
"Ulu Tiram","Malaysia","Johor","1738294"
"Ulundi","South Africa","KwaZulu-Natal","946257"
"Ulyanovsk","Russia","Ulyanovsk","479123"
"Uman","Mexico","Yucatán","3514929"
"Uman’","Ukraine","Cherkasy","690688"
"Umarga","India","Maharashtra","1253870"
"Umaria","India","Madhya Pradesh","1253863"
"Umarkhed","India","Maharashtra","1253861"
"Umarkot","India","Chhattisgarh","1253860"
"Umarkot","Pakistan","Sindh","1162959"
"Umeå","Sweden","Västerbotten","602150"
"Umi","Japan","Fukuoka","1849299"
"Umina","Australia","New South Wales","2208313"
"Umkomaas","South Africa","KwaZulu-Natal","946128"
"Umm al Qaywayn","United Arab Emirates","Umm al Qaywayn","290594"
"Umm as Summāq","Jordan","Amman","246314"
"Umm el Faḥm","Israel","Haifa","293286"
"Umm Lajj","Saudi Arabia","Minţaqat Tabūk","100926"
"Umm Qaşr","Iraq","Basra Governorate","89824"
"Umm Ruwaba","Sudan","Shamāl Kurdufān","364706"
